CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
3/1/2023,19:45:00,09,1390 N BALTIMORE ST,AGG. ASSAULT,FIREARM,860,NORTHERN,Clifton Park,-76.379749,39.495024,HOUSE,1
5/7/2020,17:53:00,04,6294 N BALTIMORE ST,BURGLARY,FIREARM,381,NORTHWESTERN,Cherry Hill,-76.575111,39.243131,STREET,1
2/15/2019,19:07:00,02,2423 N BALTIMORE ST,BURGLARY,HANDS,284,WESTERN,Clifton Park,-76.572167,39.348274,HOUSE,1
7/4/2020,15:50:00,01,6878 N BALTIMORE ST,ROBBERY,NONE,740,NORTHERN,Hampden,-76.577106,39.406201,STORE,1
3/6/2022,09:00:00,03,9394 N BALTIMORE ST,LARCENY,FIREARM,451,SOUTHERN,Roland Park,-76.301878,39.345173,STREET,1
2/7/2021,19:01:00,09,477 N BALTIMORE ST,HOMICIDE,KNIFE,321,WESTERN,Cherry Hill,-76.339938,39.234437,ALLEY,1
4/3/2020,23:44:00,03,4484 N BALTIMORE ST,BURGLARY,NONE,304,SOUTHERN,Sandtown-Winchester,-76.314031,39.304566,HOUSE,1
7/17/2022,12:59:00,04,4197 N BALTIMORE ST,ASSAULT,KNIFE,803,CENTRAL,Johnston Square,-76.346189,39.415219,STORE,1
5/6/2023,06:46:00,08,7201 N BALTIMORE ST,SHOOTING,NONE,710,WESTERN,Druid Heights,-76.375876,39.444768,STREET,1
4/19/2022,11:23:00,02,7463 N BALTIMORE ST,ASSAULT,FIREARM,623,EASTERN,Irvington,-76.524081,39.322942,HOUSE,1
3/26/2019,10:27:00,03,5961 N BALTIMORE ST,COMMON ASSAULT,FIREARM,320,NORTHEASTERN,Govans,-76.402914,39.311589,HOUSE,1
12/1/2021,22:21:00,04,7724 N BALTIMORE ST,AUTO THEFT,KNIFE,675,NORTHEASTERN,Druid Heights,-76.580129,39.285084,ALLEY,1
9/9/2019,22:38:00,02,9503 N BALTIMORE ST,AGG. ASSAULT,NONE,425,NORTHWESTERN,Middle East,-76.355982,39.259445,STREET,1
1/9/2022,13:07:00,02,7518 N BALTIMORE ST,ASSAULT,HANDS,705,EASTERN,Waverly,-76.485143,39.372924,HOUSE,1
1/15/2023,09:08:00,07,706 N BALTIMORE ST,HOMICIDE,FIREARM,445,CENTRAL,Sandtown-Winchester,-76.406567,39.220836,STREET,1
12/10/2022,08:20:00,06,6659 N BALTIMORE ST,ROBBERY,HANDS,605,NORTHERN,Homeland,-76.416304,39.317998,STORE,1
6/20/2019,03:01:00,04,883 N BALTIMORE ST,LARCENY,KNIFE,207,NORTHERN,Oliver,-76.301938,39.458417,STORE,1
4/24/2019,11:52:00,09,180 N BALTIMORE ST,LARCENY,HANDS,144,NORTHWESTERN,Curtis Bay,-76.566759,39.484143,STREET,1
7/9/2023,22:10:00,03,9659 N BALTIMORE ST,SHOOTING,FIREARM,229,SOUTHERN,Pigtown,-76.5042,39.2444,STORE,1
9/17/2019,07:36:00,08,8129 N BALTIMORE ST,BURGLARY,HANDS,891,EASTERN,Clifton Park,-76.380741,39.267749,HOUSE,1
6/18/2019,07:42:00,04,1378 N BALTIMORE ST,ROBBERY,NONE,161,SOUTHERN,Charles Village,-76.536257,39.40115,STORE,1
8/4/2020,10:13:00,09,8520 N BALTIMORE ST,AUTO THEFT,HANDS,825,EASTERN,Homeland,-76.463793,39.2462,STREET,1
6/13/2020,14:55:00,09,3426 N BALTIMORE ST,AGG. ASSAULT,KNIFE,170,NORTHWESTERN,Hampden,-76.516648,39.249259,HOUSE,1
3/15/2019,03:47:00,02,4041 N BALTIMORE ST,LARCENY,NONE,291,WESTERN,Mount Washington,-76.519973,39.342872,STORE,1
9/3/2019,11:27:00,04,2567 N BALTIMORE ST,AGG. ASSAULT,NONE,620,SOUTHERN,Pimlico,-76.499878,39.332402,HOUSE,1
12/14/2022,06:18:00,04,6697 N BALTIMORE ST,ASSAULT,HANDS,642,NORTHEASTERN,Druid Heights,-76.417766,39.355586,STREET,1
2/8/2020,03:03:00,01,9524 N BALTIMORE ST,BURGLARY,KNIFE,167,NORTHEASTERN,Eastwood,-76.44036,39.282638,STORE,1
4/24/2019,22:17:00,08,3470 N BALTIMORE ST,ASSAULT,KNIFE,455,EASTERN,Govans,-76.40893,39.411756,HOUSE,1
3/17/2019,22:39:00,08,5102 N BALTIMORE ST,COMMON ASSAULT,KNIFE,422,NORTHEASTERN,Guilford,-76.395567,39.249994,HOUSE,1
1/22/2020,15:27:00,06,441 N BALTIMORE ST,ASSAULT,HANDS,178,EASTERN,Roland Park,-76.548782,39.428078,STREET,1
10/1/2022,15:55:00,04,7842 N BALTIMORE ST,ROBBERY,FIREARM,117,SOUTHERN,Irvington,-76.42982,39.497124,ALLEY,1
3/25/2020,03:06:00,05,5599 N BALTIMORE ST,SHOOTING,NONE,852,WESTERN,Middle East,-76.494766,39.363715,STORE,1
1/27/2022,11:19:00,06,8584 N BALTIMORE ST,SHOOTING,FIREARM,376,SOUTHERN,Pigtown,-76.394265,39.418465,STREET,1
11/5/2020,11:31:00,01,4103 N BALTIMORE ST,AGG. ASSAULT,HANDS,311,EASTERN,Belair-Edison,-76.37669,39.258153,STORE,1
11/22/2021,17:57:00,08,8732 N BALTIMORE ST,ASSAULT,HANDS,795,NORTHEASTERN,Clifton Park,-76.495346,39.299359,STORE,1
1/19/2020,16:44:00,06,2114 N BALTIMORE ST,AGG. ASSAULT,NONE,680,SOUTHERN,Pigtown,-76.309554,39.437702,HOUSE,1
11/5/2022,14:43:00,03,8671 N BALTIMORE ST,BURGLARY,KNIFE,410,NORTHEASTERN,Druid Heights,-76.453953,39.219385,HOUSE,1
4/10/2019,18:07:00,01,8101 N BALTIMORE ST,BURGLARY,FIREARM,540,EASTERN,Sandtown-Winchester,-76.494323,39.450233,STREET,1
5/26/2021,16:42:00,09,2640 N BALTIMORE ST,ROBBERY,HANDS,246,NORTHWESTERN,Pigtown,-76.301226,39.259018,STREET,1
8/12/2019,07:51:00,07,7023 N BALTIMORE ST,AGG. ASSAULT,FIREARM,367,NORTHWESTERN,Westport,-76.323942,39.379112,ALLEY,1
10/5/2021,21:49:00,04,4196 N BALTIMORE ST,ASSAULT,NONE,667,EASTERN,Morrell Park,-76.540143,39.291499,HOUSE,1
9/6/2022,12:50:00,07,1673 N BALTIMORE ST,ASSAULT,NONE,810,CENTRAL,Morrell Park,-76.506022,39.480464,HOUSE,1
8/14/2022,13:29:00,01,9257 N BALTIMORE ST,LARCENY,NONE,190,SOUTHERN,Johnston Square,-76.373243,39.384563,HOUSE,1
9/12/2023,04:39:00,09,9366 N BALTIMORE ST,BURGLARY,FIREARM,873,NORTHWESTERN,Waverly,-76.346468,39.237781,STREET,1
8/27/2023,01:05:00,01,4526 N BALTIMORE ST,ROBBERY,HANDS,708,NORTHERN,Johnston Square,-76.57078,39.287173,STORE,1
2/24/2019,18:43:00,09,968 N BALTIMORE ST,COMMON ASSAULT,KNIFE,675,SOUTHERN,Pen Lucy,-76.377873,39.348591,ALLEY,1
5/21/2020,09:46:00,01,8045 N BALTIMORE ST,COMMON ASSAULT,FIREARM,168,CENTRAL,Roland Park,-76.599989,39.381137,STREET,1
4/4/2020,15:01:00,09,7371 N BALTIMORE ST,AGG. ASSAULT,FIREARM,224,NORTHEASTERN,Middle East,-76.510023,39.345116,ALLEY,1
5/27/2023,19:43:00,08,2118 N BALTIMORE ST,AGG. ASSAULT,KNIFE,751,NORTHWESTERN,Homeland,-76.593503,39.242506,ALLEY,1
4/16/2023,15:18:00,05,1738 N BALTIMORE ST,SHOOTING,HANDS,783,WESTERN,Cherry Hill,-76.517446,39.315746,STREET,1
3/1/2022,09:29:00,02,9344 N BALTIMORE ST,AGG. ASSAULT,FIREARM,694,EASTERN,Johnston Square,-76.509172,39.393533,STORE,1
8/24/2020,14:17:00,01,2693 N BALTIMORE ST,AUTO THEFT,KNIFE,457,SOUTHERN,Harlem Park,-76.329235,39.357517,STREET,1
6/21/2020,23:36:00,06,7628 N BALTIMORE ST,ASSAULT,HANDS,880,CENTRAL,Cherry Hill,-76.402467,39.477043,STREET,1
7/16/2022,19:42:00,03,9537 N BALTIMORE ST,HOMICIDE,HANDS,232,NORTHERN,Hampden,-76.390669,39.376656,HOUSE,1
2/2/2022,00:54:00,03,3896 N BALTIMORE ST,ROBBERY,FIREARM,611,WESTERN,Morrell Park,-76.31973,39.342924,ALLEY,1
2/6/2020,23:57:00,07,6982 N BALTIMORE ST,ROBBERY,FIREARM,726,NORTHERN,Charles Village,-76.524855,39.211225,STREET,1
10/21/2021,00:59:00,03,5361 N BALTIMORE ST,ROBBERY,NONE,486,NORTHERN,Johnston Square,-76.560035,39.391219,ALLEY,1
8/22/2022,09:14:00,04,2755 N BALTIMORE ST,AGG. ASSAULT,KNIFE,188,SOUTHERN,Brooklyn,-76.425368,39.388735,STREET,1
1/12/2020,13:36:00,09,1279 N BALTIMORE ST,AUTO THEFT,KNIFE,798,NORTHEASTERN,Brooklyn,-76.381007,39.473297,STORE,1
10/27/2020,15:32:00,06,5940 N BALTIMORE ST,HOMICIDE,KNIFE,168,NORTHERN,Brooklyn,-76.468337,39.387641,STREET,1
9/10/2020,03:07:00,08,3877 N BALTIMORE ST,LARCENY,HANDS,123,NORTHEASTERN,Morrell Park,-76.532794,39.482185,HOUSE,1
2/28/2021,05:18:00,02,8855 N BALTIMORE ST,COMMON ASSAULT,HANDS,508,CENTRAL,Govans,-76.414407,39.363782,STREET,1
11/1/2021,01:21:00,07,4374 N BALTIMORE ST,COMMON ASSAULT,HANDS,883,EASTERN,Morrell Park,-76.582182,39.26127,HOUSE,1
4/16/2019,02:51:00,01,5766 N BALTIMORE ST,ROBBERY,NONE,712,NORTHERN,Hampden,-76.378213,39.478809,STORE,1
2/2/2019,15:32:00,04,5838 N BALTIMORE ST,AGG. ASSAULT,NONE,410,SOUTHERN,Belair-Edison,-76.365537,39.462935,ALLEY,1
4/18/2019,19:55:00,07,396 N BALTIMORE ST,HOMICIDE,NONE,153,NORTHEASTERN,Sandtown-Winchester,-76.483863,39.313168,ALLEY,1
9/5/2022,03:28:00,02,6124 N BALTIMORE ST,AUTO THEFT,KNIFE,451,CENTRAL,Greenmount West,-76.469043,39.217377,ALLEY,1
4/14/2019,23:48:00,09,9406 N BALTIMORE ST,LARCENY,FIREARM,837,WESTERN,Upton,-76.525023,39.217065,STREET,1
5/2/2020,10:22:00,04,4890 N BALTIMORE ST,ASSAULT,NONE,590,EASTERN,Belair-Edison,-76.402725,39.396977,STREET,1
8/23/2020,23:52:00,06,3709 N BALTIMORE ST,SHOOTING,HANDS,475,WESTERN,Pigtown,-76.365937,39.287805,ALLEY,1
12/18/2021,16:06:00,01,5779 N BALTIMORE ST,AGG. ASSAULT,NONE,386,SOUTHERN,Middle East,-76.576466,39.473615,ALLEY,1
4/4/2023,11:46:00,03,687 N BALTIMORE ST,COMMON ASSAULT,NONE,765,CENTRAL,Westport,-76.370742,39.485913,STREET,1
5/9/2019,18:24:00,05,1484 N BALTIMORE ST,LARCENY,HANDS,724,NORTHERN,Oliver,-76.484819,39.205655,STORE,1
4/7/2019,12:11:00,07,8824 N BALTIMORE ST,LARCENY,HANDS,132,EASTERN,Govans,-76.437535,39.304341,STREET,1
5/26/2021,18:13:00,01,5686 N BALTIMORE ST,AGG. ASSAULT,NONE,846,WESTERN,Hampden,-76.32143,39.42572,STREET,1
9/15/2021,13:36:00,09,4361 N BALTIMORE ST,ASSAULT,NONE,578,EASTERN,Berea,-76.37631,39.477398,ALLEY,1
11/9/2021,02:15:00,09,4946 N BALTIMORE ST,AUTO THEFT,NONE,139,NORTHEASTERN,Hampden,-76.415336,39.308508,HOUSE,1
1/4/2023,09:36:00,06,4433 N BALTIMORE ST,ASSAULT,NONE,573,CENTRAL,Waverly,-76.59482,39.202661,STREET,1
4/14/2023,01:37:00,02,4629 N BALTIMORE ST,HOMICIDE,HANDS,165,EASTERN,Pimlico,-76.467868,39.277402,HOUSE,1
3/8/2022,20:11:00,03,912 N BALTIMORE ST,COMMON ASSAULT,FIREARM,770,NORTHERN,Pigtown,-76.588449,39.405332,STORE,1
9/23/2019,07:03:00,05,4317 N BALTIMORE ST,LARCENY,HANDS,653,SOUTHERN,Morrell Park,-76.384504,39.380174,HOUSE,1
8/4/2023,16:04:00,04,3443 N BALTIMORE ST,AUTO THEFT,HANDS,797,NORTHEASTERN,Druid Heights,-76.475209,39.392566,HOUSE,1
10/26/2021,11:21:00,07,6239 N BALTIMORE ST,SHOOTING,HANDS,736,NORTHEASTERN,Belair-Edison,-76.590653,39.310491,HOUSE,1
1/4/2023,19:13:00,06,8468 N BALTIMORE ST,HOMICIDE,HANDS,320,NORTHWESTERN,Hampden,-76.486348,39.374806,ALLEY,1
2/8/2019,18:32:00,09,6949 N BALTIMORE ST,HOMICIDE,FIREARM,640,NORTHERN,Govans,-76.360538,39.382131,STORE,1
10/10/2020,07:21:00,04,6030 N BALTIMORE ST,COMMON ASSAULT,NONE,422,SOUTHERN,Park Heights,-76.375544,39.234625,ALLEY,1
6/3/2022,11:35:00,09,1352 N BALTIMORE ST,AUTO THEFT,NONE,719,CENTRAL,Johnston Square,-76.530895,39.435891,ALLEY,1
9/8/2020,13:43:00,03,4364 N BALTIMORE ST,BURGLARY,HANDS,421,NORTHERN,Morrell Park,-76.564611,39.322551,ALLEY,1
3/15/2020,00:10:00,02,6958 N BALTIMORE ST,BURGLARY,NONE,860,EASTERN,Morrell Park,-76.569701,39.460838,STORE,1
2/5/2020,16:55:00,09,6458 N BALTIMORE ST,AGG. ASSAULT,HANDS,230,CENTRAL,Sandtown-Winchester,-76.479305,39.367082,HOUSE,1
10/20/2021,19:06:00,01,1308 N BALTIMORE ST,AUTO THEFT,NONE,518,SOUTHERN,Druid Heights,-76.41075,39.422209,STORE,1
12/5/2022,23:11:00,09,1472 N BALTIMORE ST,ASSAULT,FIREARM,707,NORTHERN,Westport,-76.422086,39.402172,STORE,1
3/17/2022,23:37:00,05,1687 N BALTIMORE ST,COMMON ASSAULT,HANDS,605,SOUTHERN,Govans,-76.497665,39.369239,STORE,1
6/25/2022,05:09:00,01,3551 N BALTIMORE ST,AGG. ASSAULT,HANDS,688,SOUTHERN,Westport,-76.336125,39.29431,HOUSE,1
5/9/2019,15:28:00,04,2874 N BALTIMORE ST,BURGLARY,HANDS,720,NORTHWESTERN,Westport,-76.373959,39.477355,HOUSE,1
9/27/2020,16:48:00,03,548 N BALTIMORE ST,LARCENY,KNIFE,106,NORTHEASTERN,Belair-Edison,-76.45349,39.446719,HOUSE,1
7/24/2023,14:33:00,03,7535 N BALTIMORE ST,BURGLARY,FIREARM,833,SOUTHERN,Brooklyn,-76.388103,39.453423,STORE,1
5/3/2022,04:17:00,02,5895 N BALTIMORE ST,ROBBERY,KNIFE,844,EASTERN,Roland Park,-76.577695,39.247018,HOUSE,1
11/25/2023,02:45:00,06,728 N BALTIMORE ST,AGG. ASSAULT,FIREARM,822,EASTERN,Pigtown,-76.361741,39.295258,STREET,1
4/5/2019,18:24:00,04,3305 N BALTIMORE ST,BURGLARY,NONE,255,CENTRAL,Clifton Park,-76.454648,39.256131,STORE,1
11/3/2020,16:54:00,04,152 N BALTIMORE ST,AGG. ASSAULT,FIREARM,602,NORTHWESTERN,Westport,-76.432679,39.262564,ALLEY,1
10/13/2021,20:37:00,04,5813 N BALTIMORE ST,SHOOTING,KNIFE,407,EASTERN,Harlem Park,-76.347792,39.462512,STORE,1
10/12/2022,17:30:00,05,1681 N BALTIMORE ST,COMMON ASSAULT,FIREARM,873,NORTHERN,Oliver,-76.370819,39.325878,STORE,1
2/6/2022,14:20:00,02,5794 N BALTIMORE ST,AGG. ASSAULT,KNIFE,892,NORTHWESTERN,Park Heights,-76.335349,39.452036,STORE,1
1/10/2020,08:32:00,04,6801 N BALTIMORE ST,LARCENY,HANDS,367,EASTERN,Irvington,-76.397503,39.323369,STORE,1
1/9/2021,15:46:00,04,5667 N BALTIMORE ST,LARCENY,HANDS,558,EASTERN,Greenmount West,-76.477057,39.371752,ALLEY,1
10/20/2019,10:08:00,09,426 N BALTIMORE ST,LARCENY,NONE,192,NORTHWESTERN,Berea,-76.36587,39.299986,HOUSE,1
2/21/2023,01:33:00,04,6032 N BALTIMORE ST,HOMICIDE,KNIFE,260,NORTHERN,Charles Village,-76.348555,39.318658,ALLEY,1
6/11/2020,13:13:00,09,4174 N BALTIMORE ST,LARCENY,FIREARM,120,NORTHERN,Westport,-76.373463,39.357967,STORE,1
3/10/2019,09:01:00,04,4151 N BALTIMORE ST,LARCENY,HANDS,867,EASTERN,Waverly,-76.562907,39.435216,STORE,1
2/3/2021,02:32:00,07,430 N BALTIMORE ST,LARCENY,KNIFE,197,NORTHERN,Belair-Edison,-76.379238,39.437786,ALLEY,1
6/14/2021,16:47:00,01,5050 N BALTIMORE ST,BURGLARY,NONE,307,WESTERN,Homeland,-76.570096,39.490779,STORE,1
2/8/2022,13:35:00,05,8019 N BALTIMORE ST,BURGLARY,KNIFE,491,SOUTHERN,Govans,-76.594836,39.34911,STORE,1
12/4/2023,14:14:00,01,6610 N BALTIMORE ST,COMMON ASSAULT,NONE,478,NORTHERN,Pimlico,-76.456958,39.232685,HOUSE,1
2/18/2019,05:13:00,08,9822 N BALTIMORE ST,COMMON ASSAULT,FIREARM,244,NORTHWESTERN,Park Heights,-76.479041,39.451421,ALLEY,1
5/14/2022,09:47:00,06,2567 N BALTIMORE ST,LARCENY,HANDS,805,NORTHERN,Harlem Park,-76.430406,39.32196,STREET,1
9/26/2020,15:34:00,08,5228 N BALTIMORE ST,COMMON ASSAULT,HANDS,572,CENTRAL,Pigtown,-76.38734,39.354329,STREET,1
12/3/2022,12:08:00,01,2755 N BALTIMORE ST,HOMICIDE,FIREARM,270,NORTHEASTERN,Hampden,-76.54079,39.460925,STREET,1
3/21/2022,16:31:00,03,9063 N BALTIMORE ST,AGG. ASSAULT,NONE,109,EASTERN,Harlem Park,-76.510975,39.330644,HOUSE,1
9/11/2021,19:56:00,06,9337 N BALTIMORE ST,ASSAULT,KNIFE,397,CENTRAL,Guilford,-76.443025,39.261339,HOUSE,1
8/15/2021,06:59:00,06,2317 N BALTIMORE ST,ASSAULT,NONE,110,WESTERN,Middle East,-76.504694,39.253768,STORE,1
12/7/2021,06:44:00,02,8910 N BALTIMORE ST,SHOOTING,HANDS,196,NORTHEASTERN,Upton,-76.581668,39.340608,ALLEY,1
4/12/2023,20:00:00,04,4598 N BALTIMORE ST,BURGLARY,NONE,698,SOUTHERN,Upton,-76.381203,39.310182,STORE,1
9/21/2023,21:12:00,02,9809 N BALTIMORE ST,ASSAULT,FIREARM,848,SOUTHERN,Hampden,-76.535068,39.253498,STREET,1
10/21/2023,12:21:00,05,7856 N BALTIMORE ST,COMMON ASSAULT,KNIFE,102,NORTHERN,Belair-Edison,-76.364991,39.496726,STREET,1
3/5/2023,05:30:00,01,5397 N BALTIMORE ST,ROBBERY,FIREARM,240,NORTHERN,Hampden,-76.446488,39.331907,STORE,1
2/8/2023,17:25:00,07,6416 N BALTIMORE ST,SHOOTING,HANDS,419,SOUTHERN,Park Heights,-76.348405,39.295092,STREET,1
3/21/2020,08:45:00,03,7263 N BALTIMORE ST,HOMICIDE,NONE,601,WESTERN,Roland Park,-76.39147,39.275162,STREET,1
3/1/2021,11:54:00,08,5768 N BALTIMORE ST,AGG. ASSAULT,KNIFE,731,EASTERN,Berea,-76.432062,39.49937,ALLEY,1
12/1/2020,06:28:00,06,8718 N BALTIMORE ST,COMMON ASSAULT,FIREARM,700,SOUTHERN,Govans,-76.506883,39.228233,HOUSE,1
1/20/2023,08:02:00,05,7943 N BALTIMORE ST,AGG. ASSAULT,FIREARM,812,SOUTHERN,Hampden,-76.388721,39.282252,STREET,1
12/16/2019,19:40:00,08,8133 N BALTIMORE ST,ASSAULT,NONE,867,NORTHERN,Morrell Park,-76.337519,39.425176,STREET,1
10/23/2019,04:45:00,03,2256 N BALTIMORE ST,ROBBERY,NONE,222,SOUTHERN,Harlem Park,-76.583186,39.391243,STREET,1
5/28/2023,06:41:00,01,5550 N BALTIMORE ST,AUTO THEFT,KNIFE,700,NORTHEASTERN,Park Heights,-76.383359,39.309877,STREET,1
11/22/2022,01:04:00,04,8316 N BALTIMORE ST,ASSAULT,HANDS,185,EASTERN,Eastwood,-76.548224,39.213353,ALLEY,1
3/21/2022,23:53:00,01,5198 N BALTIMORE ST,BURGLARY,HANDS,220,WESTERN,Pen Lucy,-76.497564,39.370452,STREET,1
2/3/2019,05:46:00,02,3141 N BALTIMORE ST,AUTO THEFT,FIREARM,885,EASTERN,Morrell Park,-76.549199,39.203132,HOUSE,1
5/27/2020,21:41:00,04,2274 N BALTIMORE ST,BURGLARY,FIREARM,488,NORTHEASTERN,Johnston Square,-76.388226,39.253401,ALLEY,1
4/27/2022,06:17:00,04,3001 N BALTIMORE ST,BURGLARY,HANDS,814,SOUTHERN,Morrell Park,-76.468121,39.227724,HOUSE,1
11/17/2021,14:53:00,03,701 N BALTIMORE ST,AGG. ASSAULT,KNIFE,650,SOUTHERN,Morrell Park,-76.429387,39.498127,STORE,1
4/11/2021,22:32:00,09,4506 N BALTIMORE ST,ROBBERY,KNIFE,364,CENTRAL,Pimlico,-76.534524,39.278254,STREET,1
8/5/2020,14:37:00,06,6199 N BALTIMORE ST,AGG. ASSAULT,FIREARM,430,CENTRAL,Middle East,-76.389614,39.388842,STREET,1
6/11/2022,20:57:00,02,3165 N BALTIMORE ST,AUTO THEFT,HANDS,266,EASTERN,Cherry Hill,-76.459948,39.255848,STREET,1
8/19/2023,18:44:00,07,6642 N BALTIMORE ST,SHOOTING,KNIFE,358,NORTHERN,Johnston Square,-76.382988,39.380283,STORE,1
1/8/2021,16:06:00,07,7077 N BALTIMORE ST,BURGLARY,NONE,707,EASTERN,Eastwood,-76.591433,39.353661,HOUSE,1
4/19/2023,04:08:00,06,981 N BALTIMORE ST,ROBBERY,HANDS,884,WESTERN,Roland Park,-76.557562,39.303831,STORE,1
11/5/2019,06:56:00,03,5036 N BALTIMORE ST,BURGLARY,FIREARM,289,EASTERN,Cherry Hill,-76.529145,39.260997,STREET,1
11/18/2020,11:00:00,08,2710 N BALTIMORE ST,AUTO THEFT,FIREARM,582,NORTHWESTERN,Guilford,-76.435051,39.318214,ALLEY,1
8/23/2022,07:48:00,02,6450 N BALTIMORE ST,ASSAULT,HANDS,881,EASTERN,Hampden,-76.319421,39.319965,HOUSE,1
10/13/2022,17:04:00,06,8100 N BALTIMORE ST,LARCENY,KNIFE,723,SOUTHERN,Roland Park,-76.546552,39.270547,HOUSE,1
10/20/2019,12:58:00,02,3869 N BALTIMORE ST,ASSAULT,NONE,292,WESTERN,Park Heights,-76.586726,39.290581,STREET,1
7/5/2020,09:19:00,07,7975 N BALTIMORE ST,LARCENY,HANDS,531,EASTERN,Park Heights,-76.546145,39.319465,STREET,1
6/22/2019,23:06:00,07,300 N BALTIMORE ST,ASSAULT,HANDS,231,NORTHERN,Johnston Square,-76.427595,39.315197,STORE,1
7/25/2022,01:19:00,07,4337 N BALTIMORE ST,ROBBERY,NONE,614,EASTERN,Sandtown-Winchester,-76.488152,39.342064,HOUSE,1
2/26/2021,05:27:00,09,6382 N BALTIMORE ST,ROBBERY,KNIFE,107,WESTERN,Mount Washington,-76.498865,39.480253,HOUSE,1
12/28/2023,14:27:00,01,7714 N BALTIMORE ST,BURGLARY,FIREARM,224,WESTERN,Brooklyn,-76.339631,39.338075,STREET,1
5/14/2021,10:43:00,05,485 N BALTIMORE ST,HOMICIDE,HANDS,283,WESTERN,Roland Park,-76.512028,39.325118,STORE,1
10/4/2019,11:46:00,01,8804 N BALTIMORE ST,AGG. ASSAULT,KNIFE,279,SOUTHERN,Park Heights,-76.574786,39.228372,ALLEY,1
5/12/2022,14:44:00,04,8677 N BALTIMORE ST,SHOOTING,FIREARM,178,EASTERN,Clifton Park,-76.502023,39.211486,STREET,1
6/21/2019,23:19:00,07,6665 N BALTIMORE ST,LARCENY,KNIFE,864,WESTERN,Govans,-76.522943,39.395869,STREET,1
4/19/2019,08:19:00,09,8933 N BALTIMORE ST,COMMON ASSAULT,FIREARM,483,EASTERN,Homeland,-76.427999,39.264563,STORE,1
5/17/2020,21:02:00,07,3069 N BALTIMORE ST,BURGLARY,HANDS,105,CENTRAL,Pigtown,-76.477845,39.205616,STORE,1
5/15/2021,19:50:00,06,1691 N BALTIMORE ST,COMMON ASSAULT,KNIFE,118,NORTHWESTERN,Eastwood,-76.387297,39.266317,HOUSE,1
8/19/2023,13:40:00,06,8971 N BALTIMORE ST,AGG. ASSAULT,NONE,671,CENTRAL,Guilford,-76.59623,39.302179,HOUSE,1
8/28/2020,23:31:00,04,8820 N BALTIMORE ST,ASSAULT,NONE,361,EASTERN,Homeland,-76.479119,39.39821,STREET,1
6/3/2023,06:47:00,09,6148 N BALTIMORE ST,BURGLARY,HANDS,868,EASTERN,Clifton Park,-76.505399,39.40235,STREET,1
3/20/2023,11:36:00,07,6905 N BALTIMORE ST,LARCENY,HANDS,669,WESTERN,Belair-Edison,-76.376784,39.496904,STORE,1
7/20/2020,03:06:00,07,3676 N BALTIMORE ST,COMMON ASSAULT,FIREARM,684,WESTERN,Hampden,-76.513195,39.459468,STORE,1
4/14/2021,19:17:00,06,6050 N BALTIMORE ST,ROBBERY,HANDS,614,EASTERN,Berea,-76.439312,39.317652,STORE,1
5/27/2022,14:10:00,03,6654 N BALTIMORE ST,BURGLARY,FIREARM,645,NORTHERN,Oliver,-76.35104,39.42888,ALLEY,1
10/21/2022,13:26:00,07,3194 N BALTIMORE ST,LARCENY,KNIFE,241,NORTHEASTERN,Eastwood,-76.417088,39.351008,STREET,1
1/11/2022,19:15:00,03,9427 N BALTIMORE ST,SHOOTING,FIREARM,479,WESTERN,Irvington,-76.593184,39.380403,STORE,1
3/15/2020,11:46:00,04,2970 N BALTIMORE ST,SHOOTING,KNIFE,430,WESTERN,Berea,-76.560205,39.219444,STREET,1
8/8/2022,21:38:00,08,4063 N BALTIMORE ST,ASSAULT,NONE,612,WESTERN,Brooklyn,-76.407586,39.441106,HOUSE,1
8/24/2020,02:00:00,01,6757 N BALTIMORE ST,HOMICIDE,NONE,494,NORTHWESTERN,Mount Washington,-76.57889,39.325127,HOUSE,1
2/23/2023,19:41:00,09,488 N BALTIMORE ST,SHOOTING,NONE,843,CENTRAL,Roland Park,-76.582064,39.443499,STREET,1
11/21/2023,14:27:00,02,1797 N BALTIMORE ST,ASSAULT,HANDS,876,EASTERN,Pimlico,-76.352431,39.426073,STREET,1
7/22/2021,10:09:00,04,8006 N BALTIMORE ST,COMMON ASSAULT,HANDS,199,NORTHWESTERN,Guilford,-76.500992,39.408115,STORE,1
4/25/2022,08:21:00,05,7385 N BALTIMORE ST,AUTO THEFT,NONE,816,CENTRAL,Roland Park,-76.522623,39.28259,STREET,1
9/10/2020,00:14:00,06,9333 N BALTIMORE ST,AUTO THEFT,HANDS,414,NORTHWESTERN,Charles Village,-76.316562,39.247491,HOUSE,1
11/10/2022,04:47:00,03,2500 N BALTIMORE ST,BURGLARY,NONE,363,CENTRAL,Oliver,-76.408971,39.208401,ALLEY,1
10/1/2020,08:23:00,09,8567 N BALTIMORE ST,AGG. ASSAULT,NONE,733,SOUTHERN,Morrell Park,-76.329999,39.491721,ALLEY,1
6/17/2023,11:24:00,08,2870 N BALTIMORE ST,HOMICIDE,NONE,279,NORTHERN,Morrell Park,-76.4548,39.313962,STREET,1
4/8/2021,04:17:00,02,3326 N BALTIMORE ST,AUTO THEFT,NONE,570,NORTHWESTERN,Park Heights,-76.429178,39.391591,STREET,1
